Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.718174386973395,24.729270393437197,23.821671579713147,24.26104736328125,212818400
2015-01-05,24.030265339880305,24.11015184940222,23.39117495671791,23.57757568359375,257142000
2015-01-06,23.64192558989593,23.83942229690088,23.218083238966898,23.579792022705078,263188400
2015-01-07,23.78838542297973,24.010292009735185,23.677432129602,23.91043472290039,160423600
2015-01-08,24.238855753255983,24.886822541149925,24.121243847243377,24.829126358032227,237458000
2015-01-09,25.00221806078228,25.13092430460362,24.456327987658426,24.85576057434082,214798000
2015-01-12,24.98668046345246,24.99333738994218,24.14343647883557,24.24329376220703,198603200
2015-01-13,24.72704861065984,25.031061214255764,24.16784481167261,24.458541870117188,268367600
2015-01-14,24.196697407787628,24.518461321069434,24.076867632996397,24.365346908569336,195826400
2015-01-15,24.409724521146927,24.423038374576155,23.668557334696477,23.70406150817871,240056000
2015-01-16,23.750665290329735,23.872714608651194,23.34457576901996,23.519882202148438,314053200
2015-01-19,23.750665290329735,23.872714608651194,23.34457576901996,23.519882202148438,314053200
2015-01-20,23.930405855410857,24.181161385664875,23.633051837426528,24.12568473815918,199599600
2015-01-21,24.176722549122562,24.644945594224467,24.025825998667738,24.30986785888672,194303600
2015-01-22,24.467422705298063,24.957836098464018,24.34759293561303,24.942302703857422,215185600
2015-01-23,24.920106437303215,25.24187026011724,24.749237444378423,25.071002960205078,185859200
2015-01-26,25.239653434759713,25.37723612111665,25.03106240494394,25.097633361816406,222460000
2015-01-27,24.94673288181463,24.9600484254959,24.194469844806008,24.21887969970703,382274800
2015-01-28,26.102866330590285,26.21160175682481,25.588043212890625,25.588043212890625,585908400
2015-01-29,25.81217002144716,26.449042434197793,25.643520568141522,26.384689331054688,337745600
2015-01-30,26.27373310767148,26.62878321189425,25.929777313979535,25.99856948852539,334982000
2015-02-02,26.196073070372567,26.44460736236611,25.758916826474497,26.324777603149414,250956400
2015-02-03,26.295925868006783,26.426849918332245,26.09842917625348,26.329212188720703,207662800
2015-02-04,26.295937940783237,26.741970779898494,26.253775135653985,26.531158447265625,280598800
2015-02-05,26.738343227329896,26.785129027633854,26.566801525096473,26.720521926879883,168984800
2015-02-06,26.738332469997374,26.78957314987504,26.388564306423362,26.495500564575195,174826400
2015-02-09,26.410851904296266,26.698239679585615,26.384117406729843,26.671506881713867,155559200
2015-02-10,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000
2015-02-11,27.350993020810314,27.829975494842714,27.290842523929378,27.821063995361328,294247200
2015-02-12,28.08394046795487,28.40029267386532,27.974777600256637,28.173053741455078,297898000
2015-02-13,28.35573972347411,28.35573972347411,27.992605073009173,28.31118392944336,217088800
2015-02-16,28.35573972347411,28.35573972347411,27.992605073009173,28.31118392944336,217088800
2015-02-17,28.402520788269594,28.712189812630196,28.27553491915968,28.478267669677734,252609600
2015-02-18,28.43371432798399,28.6899144029449,28.393613431905806,28.67654800415039,179566800
2015-02-19,28.623077241953283,28.745608222318186,28.58966124703063,28.61639404296875,149449600
2015-02-20,28.65426553296407,28.85031509399414,28.527281357761577,28.85031509399414,195793600
2015-02-23,28.966162114986876,29.63005256652832,28.88596033296658,29.63005256652832,283896400
2015-02-24,29.61669186241665,29.763729057615855,29.222366075069523,29.445148468017578,276912400
2015-02-25,29.30924481303132,29.318158010503875,28.549556199464845,28.692136764526367,298846800
2015-02-26,28.692142396043774,29.15553017329183,28.20647841951973,29.055278778076172,365150000
2015-02-27,28.96170707545237,29.088694653566876,28.569611341903233,28.618623733520508,248059200
2015-03-02,28.79462197853155,29.02408755290836,28.582979402087506,28.758975982666016,192386800
2015-03-03,28.730018348106007,28.854775941900105,28.53619535831423,28.819129943847656,151265200
2015-03-04,28.76120124206788,28.863679214055935,28.587431290097957,28.63644027709961,126665200
2015-03-05,28.645357888294036,28.683230483724483,28.017111665298497,28.16192054748535,226068400
2015-03-06,28.605251815919722,28.821350963107626,28.128499431995095,28.20424461364746,291368400
2015-03-09,28.507230185990295,28.865911616282308,27.861161011018062,28.324548721313477,354114000
2015-03-10,28.161919027348322,28.34237219558365,27.580456930040572,27.738632202148438,275426400
2015-03-11,27.792102038035754,27.796556937791422,27.203956687995984,27.23291778564453,275756000
2015-03-12,27.248513237592313,27.825520504346425,27.0970211462915,27.72526741027832,193450800
2015-03-13,27.71412912836957,27.93691151412866,27.30866525427582,27.533674240112305,207309200
2015-03-16,27.598275719474515,27.836652755737305,27.373266779429162,27.836652755737305,143497200
2015-03-17,28.048302918276715,28.36465350051074,27.992607321417427,28.302274703979492,204092400
2015-03-18,28.293359273393268,28.774569979250792,28.153007000698736,28.620849609375,261083600
2015-03-19,28.683228773229263,28.794619952931125,28.38247292797314,28.40475082397461,183238000
2015-03-20,28.57183605861484,28.605252050974638,27.883439420892177,28.048297882080078,274780400
2015-03-23,28.320097419617298,28.482727608990597,28.186426628736324,28.340147018432617,150838800
2015-03-24,28.344599243232636,28.525050703803593,28.19533377641262,28.22429656982422,131369200
2015-03-25,28.19088200814144,28.253260801348905,27.486888885498047,27.486888885498047,206620800
2015-03-26,27.348763204749485,27.821060723861976,27.31311721101558,27.67848014831543,190291600
2015-03-27,27.75199458738149,27.780955678190416,27.382176805990813,27.457921981811523,158184800
2015-03-30,27.636152498969455,28.15969070618787,27.62501270106702,28.15300750732422,188398800
2015-03-31,28.090623915549788,28.179737189841585,27.70521142630218,27.720806121826172,168362400
2015-04-01,27.80769572346012,27.874531115222556,27.42450977003734,27.680709838867188,162485600
2015-04-02,27.85447936523012,27.972553749023255,27.667342990847324,27.919086456298828,128880400
2015-04-03,27.85447936523012,27.972553749023255,27.667342990847324,27.919086456298828,128880400
2015-04-06,27.729719607131596,28.40697816072897,27.69853021384769,28.3713321685791,148776000
2015-04-07,28.435941968297502,28.542876555563243,28.066124112769437,28.07280731201172,140049200
2015-04-08,28.037161887748322,28.159692875335587,27.84111400730336,27.98146629333496,149316800
2015-04-09,28.03715632072283,28.199788171983503,27.772046499747482,28.195331573486328,129936000
2015-04-10,28.059433754629573,28.340139966053933,27.90571510288052,28.31563377380371,160752000
2015-04-13,28.59856566891748,28.64312485295536,28.206470004858815,28.259937286376953,145460400
2015-04-14,28.293356162720304,28.357963242960697,28.050524236704554,28.137409210205078,102098400
2015-04-15,28.161918235329477,28.32232010275282,28.0728049536313,28.244346618652344,115881600
2015-04-16,28.13295422246197,28.315635677165186,28.095081631781955,28.108448028564453,113476000
2015-04-17,27.970329403426064,28.10177019607035,27.72749571744488,27.792102813720703,207828000
2015-04-20,27.97478073938513,28.542874734769516,27.885667455885272,28.42702865600586,188217200
2015-04-21,28.538423181278237,28.56069937881998,28.219842621989464,28.273311614990234,129740400
2015-04-22,28.29113548503806,28.70996577012086,28.141871690320198,28.65427017211914,150618000
2015-04-23,28.582980445949,29.055278010553366,28.547334448781662,28.88819122314453,183083600
2015-04-24,29.07086414883389,29.1020535355,28.790156269450687,29.024078369140625,178103600
2015-04-27,29.4763406715094,29.659023882814733,29.217912255248624,29.552085876464844,387816800
2015-04-28,29.95531715842963,29.973136755491907,28.86591157083985,29.086463928222656,475696000
2015-04-29,28.997352054224365,29.315929189196144,28.582976739212466,28.658721923828125,253544400
2015-04-30,28.658722182170372,28.658722182170372,27.75422635937739,27.88121223449707,332781600
2015-05-01,28.09285571406123,28.99067006724177,27.91463084297233,28.727785110473633,234050400
2015-05-04,28.850317107462306,29.088695876659358,28.57406574303931,28.672090530395508,203953200
2015-05-05,28.54956235699764,28.616397754901502,28.021569172397257,28.026025772094727,197085600
2015-05-06,28.19533490746636,28.237664099723222,27.482432036108552,27.85002326965332,288564000
2015-05-07,27.91266108386956,28.20572617815687,27.744876389021886,28.022281646728516,175763600
2015-05-08,28.339952687353417,28.550243377685547,28.212436391614474,28.550243377685547,222201600
2015-05-11,28.49879126486547,28.536822055001224,28.105056012911106,28.259418487548828,168143200
2015-05-12,28.098343273301168,28.38469554660554,27.923847463430953,28.15874671936035,192640000
2015-05-13,28.22138887494398,28.45405054686139,28.15874952227282,28.1900691986084,138776800
2015-05-14,28.503265718886325,28.847782135009766,28.447337485428147,28.847782135009766,180814000
2015-05-15,28.874638309579503,28.968597359171234,28.682244994628018,28.807523727416992,152832000
2015-05-18,28.720270824462286,29.243758330276098,28.715795609468728,29.12519073486328,203531600
2015-05-19,29.237053404114743,29.279559421579986,29.002154064262868,29.098352432250977,178532800
2015-05-20,29.08268334480734,29.301921078832592,28.935031979333957,29.096105575561523,145819600
2015-05-21,29.09834312607731,29.447334758888204,29.044650792726216,29.39364242553711,158921600
2015-05-22,29.440633505761458,29.74711923736601,29.395888172852782,29.650920867919922,182384000
2015-05-25,29.440633505761458,29.74711923736601,29.395888172852782,29.650920867919922,182384000
2015-05-26,29.664340119041306,29.733690591069326,28.885816553696607,28.99767303466797,282790400
2015-05-27,29.15875108938734,29.588279632224047,29.093875822504415,29.5390625,183332800
2015-05-28,29.498797260994767,29.518930612377897,29.328776604443497,29.480899810791016,122933200
2015-05-29,29.357841734048925,29.407058843162527,29.060303179348622,29.145315170288086,203538000
2015-06-01,29.145323257325103,29.39364477181429,29.093870233915997,29.203487396240234,128451200
2015-06-02,29.051363530586023,29.230334571499,28.930560040783256,29.0737361907959,134670400
2015-06-03,29.23032874515631,29.292968084951948,29.060304754064152,29.109521865844727,123934000
2015-06-04,28.988725562050465,29.212438520473214,28.838838289537883,28.93950843811035,153800400
2015-06-05,28.970829462297566,29.013335472547762,28.715796814385378,28.780672073364258,142507200
